customer_id,rate,amount,purpose,period,cus_age,gender,education_level,marital_status,has_children,living_situation,total_experience,income,job_sector,DTI,APR,ccr_tot_mounth_amt,ccr_payed_loan_tot_amt,ccr_act_loan_tot_rest_amt,loan_status
1918,16.427011704588868,1839.547310525668,Maintenance,17,35,Male,Unknown/Other,Single,Yes,Independent,143,104.0179364332132,Private,23.028230129601663,21.81604396221543,19.7172086276553,9414.22789872161,312.68559311037814,0
13176,19.0521159667965,2556.458889761502,Personal,7,27,Male,Educated,Single,Yes,Dependent,0,73.0,Private,27.545404298074956,22.20741393238108,67.53692471808932,3367.8809301339143,2098.351450696964,0
12789,29.787852741067724,5139.321612470277,Maintenance,25,24,Female,Unknown/Other,Single,No,Dependent,147,363.4378376987614,Private,46.11866786627581,24.845072145127357,62.20159441116978,0.0,1541.2497965076818,1
12445,18.357765451331787,1008.1675201662458,Maintenance,33,24,Female,Unknown/Other,Married,Yes,Dependent,209,285.89593551223703,Private,22.871840689583298,20.040507605053183,32.33784131591166,532.5113297638532,0.0,0
4674,18.33115163745065,2182.8119131788458,Personal,29,26,Male,Educated,Married,Yes,Independent,46,475.5390023891519,Private,27.75333866701368,22.28881633237704,57.18071430305516,5408.752392401769,1283.583042703572,0
16058,21.40540623498082,5958.469848243449,Maintenance,17,69,Male,Educated,Single,Yes,Dependent,215,333.3222117032618,Public,27.29683493332537,20.38528248219673,40.22597881839272,7817.597799169652,1355.0031096120117,0
16309,20.04850478679272,2873.8152280929007,Personal,26,25,Female,Educated,Single,No,Independent,132,1092.6456568121257,Public,31.05250443678205,21.963539067255613,0.0,0.0,583.0855191656502,0
12836,18.20797352024997,4548.046888621078,Personal,46,21,Female,Educated,,No,Independent,218,729.0932868593715,Private,44.86016694522949,28.79926491831846,144.8221385257093,0.0,1165.143338276871,1
5859,20.87881373766258,1057.8374179044033,Maintenance,21,30,Female,Educated,,No,Independent,139,377.0636666741233,Public,32.56161259140939,18.54303133975634,18.617746486043306,12635.722313686025,0.0,0
16270,17.55244466541283,1552.512453583096,Personal,21,43,Female,Unknown/Other,Married,No,Dependent,101,340.2454855913685,Private,27.89994973693696,21.719130259502545,40.11903049709637,4659.989070844704,1133.140350868445,0
16266,25.24682857755885,4034.204129681143,Personal,41,39,Male,Educated,Single,No,Dependent,320,900.1967651892321,Private,31.61936220497425,30.18712421750837,0.0,7190.014139686656,1419.6383666514748,1
8155,21.26461940304964,1309.7602065962717,Personal,19,28,Female,Educated,Single,No,Independent,8,241.15959365495303,Private,23.49079505309507,20.487448419166583,56.63397033913561,2921.947111182358,1590.8561873268409,0
7131,19.573293266005912,5335.438966498349,Personal,31,46,Male,Unknown/Other,Married,No,Dependent,120,1039.3676102589304,Private,27.335453367882582,21.756363378720906,84.11318239002355,1503.4984267602067,679.7879068131742,0
2499,18.82347413218161,3425.274390336485,Maintenance,29,46,Male,Unknown/Other,Married,No,Dependent,265,601.1617420705572,Private,27.76857779705346,19.74211366371781,47.55021100078533,1613.551331114903,0.0,0
214,19.01935168804522,3328.815601997524,Personal,34,33,Male,Educated,,No,Dependent,248,851.8508315867359,Public,30.31702522232871,18.95814570902482,3.363863964910003,11386.444410084903,995.0424531689102,0
10863,17.68310285222487,5309.354872522632,Personal,21,57,Female,Educated,Married,Yes,Independent,100,730.3276420125054,Public,26.52940708618908,20.8415997311917,121.95200538352096,16479.167915612154,1150.3181458630947,0
16826,26.58126057614331,2968.223000186199,Personal,15,43,Female,Educated,Married,No,Dependent,0,711.1112736343197,Public,44.847861227649005,24.492538718069945,0.0,0.0,2200.5086877611884,1
16697,16.247323141630194,4103.015873595557,Personal,36,27,Male,Unknown/Other,Married,No,Dependent,113,867.4307475927235,Private,31.687059030614314,20.823862120306945,115.87792890336344,0.0,0.0,0
12573,21.52845662938663,703.8951503651124,Maintenance,12,40,Female,Educated,Single,Yes,Dependent,108,763.8140598354635,Public,28.581364339296147,23.306809086566357,59.54041486354203,4457.797704834318,0.0,0
13534,20.5600844148382,1215.2544109335302,Maintenance,27,18,Female,Educated,Married,No,Independent,104,376.2118121703628,Public,26.754030930916677,20.3102157746142,11.92795804613366,1364.451005346229,328.26895327140653,0
7154,30.90526699491396,3487.9818998835194,Maintenance,12,40,Female,Educated,Married,No,Dependent,85,198.59366689151744,Public,49.01921051422652,22.832899517699907,74.02754357263225,4400.12939225087,0.0,1
10345,23.481293858317372,2286.545172979017,Maintenance,23,32,Female,Unknown/Other,Married,Yes,Independent,42,574.7687741083605,Public,50.96118906300272,28.16846675106309,67.95454416131376,2709.8192045764526,0.0,1
374,19.847217063744623,2494.79909659309,Personal,39,52,Female,Unknown/Other,Single,No,Independent,0,447.0847012217377,,50.59190204567385,25.604588404437237,0.0,0.0,1839.758824948244,1
5758,21.77066327811198,1069.1345158819854,Maintenance,8,68,Female,Unknown/Other,Single,Yes,Dependent,154,840.3611259426018,Public,32.62704582218284,23.06947673093599,29.890404306043312,2369.7321347613006,1413.2240820782042,0
2052,16.289238991309865,4217.771420158702,Personal,4,43,Male,Educated,Single,Yes,Independent,52,493.4259633754581,Private,30.414729919087765,21.867192038446525,18.394090789043712,0.0,0.0,0
10887,23.164281264928448,1243.0494053395448,Personal,20,22,Female,Unknown/Other,,Yes,Dependent,58,391.7893239701821,Private,53.01788847185786,24.521443027869044,0.0,109.04015691025916,0.0,1
8438,18.69000898658636,3159.373027337232,Personal,29,48,Female,Unknown/Other,Married,No,Independent,146,133.5959236107957,Public,26.534090972034186,21.06669713076132,41.89341424337312,3015.4614629877187,0.0,0
3364,22.481410161250285,4077.150367605637,Maintenance,28,40,Male,Educated,Single,No,Independent,0,700.3520993837283,,22.819223389319355,14.6531738219837,70.87862090189809,6893.050788117959,0.0,1
10979,18.869673781419877,,Personal,24,18,Female,Unknown/Other,Single,Yes,Independent,171,732.9748725165604,Private,27.75653944424469,23.176124663694143,48.68932466441274,0.0,8.262678060430858,0
10423,23.719136105084534,3741.46426507082,Personal,16,18,Male,Unknown/Other,Single,Yes,Independent,0,283.9187126548188,Private,38.828910788656096,23.081977674819285,181.2219608675433,0.0,400.8503963495812,1
11701,23.501349149685183,300.0,Personal,22,24,Female,Educated,Single,Yes,Dependent,146,440.75685824087,Private,37.64708139840775,28.108544379258795,132.15823689377493,0.0,397.3729838635192,1
4369,19.39164870980532,3749.940719874884,Personal,31,42,Male,Unknown/Other,Single,Yes,Independent,7,391.596072488884,Private,27.622997355154464,19.634492627347832,12.542027840244517,0.0,0.0,0
9050,24.273894567007726,996.0924281542792,Personal,41,32,Male,Educated,,No,Independent,56,116.89121217473024,Private,36.11674015332304,28.42893698088732,75.5954593206304,8131.767635335527,245.2264036406309,1
16151,15.786139261632435,300.0,Personal,20,33,Female,Educated,Single,Yes,Dependent,28,218.26356810731292,Private,29.767819050274472,19.5520185955127,46.970756855751205,4865.400018834506,1412.4603145489536,0
1492,15.553442842541513,1926.985873969047,Personal,26,23,Female,Educated,,Yes,Dependent,60,765.2438365834042,Private,25.91481783518865,20.095185190874293,50.85178360054083,342.8251611174519,2014.8298442843184,0
8083,22.17550801008356,3123.55152356101,Maintenance,18,52,Female,Educated,,Yes,Independent,26,661.0795579751649,Private,24.214743895825,18.73352137234436,38.95772754473033,0.0,0.0,0
1274,21.024991296407745,4317.837022812199,Personal,23,49,Male,Unknown/Other,Single,No,Independent,312,663.7082356118889,Private,28.19274709645934,22.02994486747267,66.7236198611254,1004.2931735054576,0.0,0
15938,19.38428138427984,4043.32334742272,Maintenance,32,51,Male,Educated,Single,Yes,Independent,32,665.9806019388207,Private,29.56853052329489,23.835177730371264,28.45041589619315,7659.959714799179,1252.26760478349,0
9276,21.53054302112035,,Personal,15,32,Female,Educated,Married,No,Independent,111,1013.84549004886,Private,25.586164514578428,20.301712986463578,93.84366216069148,5050.518191387249,1686.6831500613844,0
16698,18.09455366703171,974.9832795927208,Maintenance,16,44,Male,Educated,Single,No,Dependent,218,197.22374329185985,Private,36.85715419406196,32.102403796723806,0.0,0.0,1659.1509029663816,1
2032,17.268915737519347,5677.881753610241,Maintenance,25,25,Female,Unknown/Other,Married,No,Dependent,59,563.1354638609894,Public,23.76780611187018,24.47258904189541,50.616868687570886,7356.036299792211,370.79568340543096,0
5038,22.56600633229721,3780.268053519326,Personal,8,42,Male,Unknown/Other,Married,Yes,Dependent,40,1076.0370430948306,Public,50.98662068574198,27.39207498366169,149.38987489525675,6302.730113738764,1327.675452223193,1
3464,18.88447586031433,6015.859931915915,Maintenance,32,36,Female,Educated,Single,No,Independent,0,603.4582483078418,Private,17.269915993035674,18.581672280207137,68.57511219967762,1817.8208647281292,575.2492665101593,0
10359,16.398627793185756,1146.4855011043137,Maintenance,7,61,Male,Unknown/Other,Single,No,Independent,261,851.0116366871393,Private,23.105612806166786,22.5029659742279,6.461743100114447,2459.031537265965,249.03159702996092,0
3947,16.888736352175655,902.0213696651872,Maintenance,36,45,Male,Unknown/Other,Married,Yes,Dependent,255,919.9118566344366,Public,22.469003870236424,22.05300520899437,0.0,5257.91029047137,2212.3213673042383,0
12057,24.439396329579004,4031.1897785247065,Personal,11,44,Female,Educated,Single,No,Dependent,143,267.08530635149714,Private,35.42329272433417,25.748101263230318,58.50898615761552,5510.7041627370845,1964.922999040053,0
5347,16.917876511650903,4323.328738854454,Maintenance,18,39,Male,Unknown/Other,Single,Yes,Independent,237,1007.6863701063336,Public,35.3019833561148,20.607777372074462,0.0,1346.554105198093,592.6700297738614,0
17043,22.570223339442126,3833.357794153061,Maintenance,35,42,Female,Unknown/Other,Married,Yes,Dependent,243,1010.3524071738324,Public,28.610389286489177,20.91616325753927,48.23077265393028,87.63594756019302,576.239748641881,0
14049,21.110741762002377,3909.843043319117,Personal,39,34,Male,Educated,Single,No,Dependent,0,1033.3216410382004,Private,44.95457266166592,25.926052759523454,96.61903353234538,9226.260381181582,1082.6656493135351,1
1370,17.918404014330896,3123.180353397689,Personal,23,51,Female,Unknown/Other,Married,No,Dependent,80,537.664964892276,Private,30.003925588900604,22.89333103276094,45.73430551971395,2507.163721843104,1237.744118528179,0
11950,19.407980078107485,1500.7432111332407,Personal,20,25,Male,Unknown/Other,Single,No,Dependent,50,762.5944929890132,Private,26.651616530519075,19.0212789690208,69.04627191164705,4832.819971395565,895.5125533562966,0
11754,19.275273750282167,4676.926360097681,Personal,18,39,Male,Unknown/Other,Married,No,Dependent,165,811.1996715651386,Public,30.87033455817412,24.36057017865747,0.0,7392.301098114169,0.0,0
1188,19.57224930521459,2293.934117113676,Personal,28,41,Male,Unknown/Other,Married,Yes,Dependent,185,427.4400349906586,Private,28.641187605185248,20.72911429135527,45.71482915103444,0.0,0.0,0
9316,19.220053254935387,3831.874829128641,Personal,27,24,Female,Unknown/Other,,No,Independent,3,576.889106882247,Public,31.869609409122987,25.04571578416849,68.34399094539228,9857.95128158528,288.34278049294664,0
13457,20.57866494053012,2692.10620038972,Personal,18,39,Male,Educated,Single,No,Dependent,209,220.0868979814059,Public,23.12240581654218,21.578511003153302,0.0,6059.797921347054,0.0,0
15258,19.58372946388837,2702.8278562564683,Personal,7,28,Male,Educated,Married,No,Independent,84,434.8126135108806,Public,26.895096200033983,19.138466424039954,0.0,6787.763524289871,0.0,0
9148,18.92833834605338,4356.127449804497,Personal,21,39,Female,Unknown/Other,Single,Yes,Dependent,20,275.97511466774665,Private,30.118404315143952,20.392561712085016,55.105946384044046,1858.3175400665805,2034.7412110968464,0
10044,22.1060057153706,1708.403854274478,Maintenance,22,48,Male,Educated,,Yes,Dependent,0,846.7121070506703,Private,36.19217457265573,23.248837151742705,72.51938268723319,3288.567297751284,1282.1410580869738,1
107,19.81547635652789,5063.278193735137,Maintenance,22,39,Male,Educated,Single,No,Dependent,97,704.4286628912912,Public,26.119369620603127,19.197426799365594,0.0,6725.32918773428,184.85226808056493,0
7039,16.225207890260815,1221.729982770819,Maintenance,33,28,Female,Educated,Married,No,Dependent,23,455.97914117870425,Private,30.65949993299384,19.83125303301309,27.28827165278488,2996.6432641288816,898.5110383368867,0
4470,23.49962206936737,,Personal,31,39,Male,Educated,,No,Independent,83,650.3709352851417,Private,29.58828648895608,21.517773969740205,69.69042987416438,7699.599299873554,818.7240054169424,0
6230,19.608293016054056,,Personal,33,22,Female,Unknown/Other,Single,Yes,Independent,129,754.7480008528429,,36.60829610014665,20.73317262823361,29.593513281101377,11767.831088276736,1933.460611356078,0
2418,18.178704399501537,2532.0134258804915,Personal,16,25,Female,Educated,Married,No,Dependent,88,416.3140135181603,Private,26.672909380938574,22.03297394158494,31.487523789538308,8107.4591729374415,1627.319214505677,0
3525,17.127316703303784,3432.3616714096083,Maintenance,19,24,Female,Unknown/Other,Single,No,Independent,141,334.1382811198381,Private,31.35810766499013,18.47302238778181,24.149603206774835,1085.3488990441017,233.4958648026613,0
15580,19.40700930586362,1290.2756916595636,Maintenance,29,47,Male,Educated,Single,No,Dependent,94,719.7627727911706,Private,40.04231150471292,22.400581236028767,35.95316606424787,4220.630364101578,1056.4178491946989,1
15807,24.525870300789343,3861.0852599839977,Personal,22,45,Male,Educated,Married,No,Independent,98,903.1028435586688,Private,28.67812994643221,18.854804044636257,79.3835578295918,3306.9618138543287,0.0,1
246,18.665001640908795,3115.336115955728,Maintenance,27,43,Female,Educated,,Yes,Dependent,108,786.0127519203503,Public,26.07266922287557,21.63461119788426,106.90298619972222,0.0,1722.0332236159577,0
16620,19.619838290117105,5786.282944652157,Personal,11,39,Female,Educated,Married,Yes,Dependent,251,658.6761367648511,Public,22.10720517651848,18.213877085971017,74.28171589353187,5855.97109930408,0.0,0
7329,19.77564837696654,5607.56011522514,Personal,29,47,Female,Unknown/Other,Single,Yes,Independent,303,740.4901543651358,Public,36.56498888077578,24.816511408021423,14.67359503327866,0.0,533.6171547017685,1
5540,15.364768271553883,,Personal,38,44,Female,Educated,Married,No,Dependent,104,365.2822057385637,Public,29.0458114592142,21.824590427240903,65.85489171252927,5987.875569749568,849.3183312899331,0
11144,19.302886669881392,6135.519958309991,Maintenance,41,67,Male,Unknown/Other,Married,No,Independent,345,202.671399287933,Public,26.214420013742103,23.14277871434332,54.02887225573454,0.0,781.1246138373872,0
16733,18.634553462412452,,Personal,24,52,Female,Unknown/Other,Married,No,Dependent,0,678.305299893086,Public,31.921437986567547,19.924700416136847,116.80191076986296,5658.524514520321,0.0,0
12555,16.509475631707886,2724.779065078414,Personal,29,27,Female,Unknown/Other,Single,No,Dependent,247,577.0574112086468,Public,23.80201875936527,18.5075209094182,43.60055087862544,8521.085745106147,0.0,0
489,18.63456011853552,1604.7410773792642,Maintenance,33,44,Male,Unknown/Other,Married,Yes,Dependent,0,762.74123313161,Public,27.958442879762355,22.31218884366782,0.0,21449.862679723326,606.7303229294511,0
10493,26.865546382165547,300.0,Personal,19,44,Female,Unknown/Other,Married,Yes,Independent,71,800.5141856872606,Private,35.13426664546306,24.240999892067883,0.0,2788.7868172364037,2532.539649367288,1
7889,19.24401183736313,4239.930463803647,Personal,25,40,Female,Unknown/Other,Single,No,Independent,281,98.8290513064096,Private,29.033866976997967,19.056337381950293,45.13323686632931,10633.253036142658,0.0,0
15981,16.520369105506,3733.170454028609,Personal,12,18,Male,Educated,Married,Yes,Independent,143,863.6372168689495,Public,25.597178132250715,21.695934627104798,46.49122918771208,1404.0032634942268,0.0,0
12319,17.016416265172207,1312.1824415564872,Maintenance,13,60,Male,Educated,Single,No,Dependent,170,855.7742925740092,Private,24.305196182836585,19.954429530900818,119.31504609934656,6654.200577076988,858.8426202489422,0
14357,24.58681991526772,2257.548333507013,Personal,24,25,Male,Educated,Single,No,Independent,110,547.0021310093127,Public,46.37544100237992,29.61440336912876,159.95507933983842,2377.664708370046,370.1415657723157,1
7610,16.125420580408274,3143.290393302686,Personal,16,44,Male,Educated,Married,No,Independent,102,595.2813158353524,Public,34.23646772541141,21.370961893174364,14.068412443971448,2877.657489883458,520.5346275809092,0
10494,20.111000450841864,1252.502536841247,Personal,19,28,Male,Educated,Single,Yes,Dependent,158,812.0957725179659,Public,32.97040423696775,17.703213920399314,62.86640590092591,2946.7707246069303,835.5121743996337,0
14187,15.232602976352211,2220.122694400764,Personal,16,18,Female,Educated,Single,No,Dependent,0,392.2392630044286,Private,33.284794620938335,18.48990815842904,114.87104085790054,0.0,1591.9798696199168,1
3172,17.42559083893502,6222.183768657847,Maintenance,29,37,Male,Educated,Married,Yes,Independent,171,162.31869933019095,Private,22.370354439664297,19.2063817314548,46.18358871155589,8081.623454225892,1267.514994814739,0
12406,14.029604089157251,5519.55856565875,Maintenance,19,51,Female,Educated,Single,Yes,Independent,263,673.9223474499967,Private,27.985082259130003,20.918485307673446,102.83517652396908,4973.977981704178,88.5479296530109,0
15263,20.8366866284919,3985.106496442538,Personal,15,22,Male,Educated,Married,Yes,Dependent,212,549.9943860418296,Public,29.36026773265918,21.80327525745331,15.183932707465685,15848.097174790875,868.6750333494642,0
5750,18.120628905249745,4591.67634783555,Personal,26,41,Male,Unknown/Other,,No,Independent,246,433.9503478408114,Public,30.12887854094543,22.741291639584844,30.682227886678675,6945.4160583633575,155.58698855091944,0
15548,23.165050516254453,4496.416848233079,Personal,36,41,Female,Educated,Married,No,Independent,44,1454.959271780779,Private,40.24617964399668,27.57864353549232,18.709694875226617,2653.8465494070524,0.0,1
11444,21.01046128374706,2862.628231745203,Maintenance,21,37,Female,Unknown/Other,Married,Yes,Dependent,235,421.06260050038486,Public,29.647884130724552,20.849585667214715,29.2778690081944,7614.227577849431,518.0483511834042,0
11264,26.2927815195088,1453.0327442934906,Personal,19,60,Female,Educated,Single,No,Dependent,109,229.953970372726,Public,32.57369388188154,20.57748667153736,189.4445552595838,128.89154668597666,0.0,1
15500,22.919938931367597,1584.537907779456,Personal,25,23,Male,Unknown/Other,Married,No,Independent,208,797.3278230010965,,40.07665558553234,25.366677647786343,13.700317390218146,1599.5055983022608,527.5900286002236,1
13476,20.4333017992945,2894.842167176065,Maintenance,28,18,Female,Unknown/Other,Married,Yes,Dependent,103,573.1697977099294,Public,23.407473396542997,21.825487276913577,11.687309322567536,1359.1010579694694,779.2989155745937,0
17,15.449332474131172,2838.186714684129,Maintenance,20,24,Female,Unknown/Other,Single,Yes,Dependent,17,753.9120069830551,Private,31.58957225977716,19.51953917715391,39.48346051412591,0.0,597.3476510041227,0
3838,18.17818656574469,2373.7431143458944,Maintenance,16,39,Female,Educated,Single,Yes,Independent,31,555.7268006233721,Private,30.598935898910447,21.87788577894345,0.0,11685.378249418864,391.3643397711151,0
1000,17.4789347903156,1608.3528079678777,Personal,30,32,Male,Educated,Married,Yes,Dependent,31,497.03617963759575,Private,30.839853870557764,18.90918935717179,33.44789093797239,16257.523505824316,0.0,0
11068,19.85240069420768,2913.6711833718823,Maintenance,31,47,Male,Unknown/Other,Married,Yes,Independent,177,402.7937328566463,Private,32.07903790811397,21.010215865832397,27.60146548501784,4302.6546951169885,704.1685090795982,0
5760,15.791643862312895,3600.89412741131,Personal,14,35,Female,Educated,Single,No,Independent,232,939.7814002565842,Private,23.357640953443145,23.304849682408037,38.25032410690501,6713.629712094434,638.4051266900325,0
13319,18.991893660102384,3791.9505538211215,Maintenance,12,22,Male,Educated,Single,Yes,Independent,120,665.8016147828097,Public,30.95618354872484,22.080983792893683,0.0,9313.629522078636,705.3678957484606,0
2602,21.67773059287921,2822.3620333790823,Maintenance,39,22,Female,Educated,Single,No,Independent,28,1009.5110291886396,Private,25.60966221008832,18.708500078012943,12.728695097576956,3891.806763290184,1245.195081349701,0
3855,18.639475492151583,2491.600231173776,Maintenance,26,39,Female,Educated,Single,No,Dependent,93,327.20337363580995,Private,45.61681976384311,26.926764584794952,96.52434639961606,6026.293730248633,2554.1083630669877,1
1814,19.997794185433406,2550.514593727782,Maintenance,29,27,Female,Unknown/Other,Single,Yes,Dependent,0,563.0144767155742,Private,30.67319918961464,24.888448560477237,78.07227802028832,2449.548299925871,79.23538813993912,1
10333,20.02381052056837,1615.647729784591,Personal,18,18,Female,Unknown/Other,Single,No,Independent,29,271.1803987584921,Public,35.57130255735465,26.2000652648964,135.1673268238536,0.0,1448.373186485916,1
1582,20.16183161588296,1214.5757479554402,Maintenance,21,39,Male,Educated,Married,Yes,Dependent,228,463.1256665176912,Public,32.13712016032239,20.838342294948436,51.504297603608926,6498.14308419711,1160.3392206637216,0
388,20.190916706960067,2961.5877979608376,Maintenance,38,37,Male,Unknown/Other,Single,Yes,Independent,157,1086.3405376568303,Public,28.668324789247357,20.04173505997225,1.1766178486846357,1116.016287564123,1697.3843022733588,0
2568,26.45797144612169,3594.1741518840813,Maintenance,22,37,Male,Educated,Married,No,Dependent,29,292.1066483861296,Public,31.3996419960639,21.006822698835087,48.02132868719824,3620.5321484657793,931.116662168316,1
7008,15.517313908412396,3931.576537349943,Personal,15,34,Male,Educated,Married,No,Independent,165,642.3462254214935,Public,48.25555433355969,22.9834440199803,149.68532233650834,17496.37407393581,517.522147183061,1
